trip_id,driver_id,timestamp,safe_driving_score,driver_category,driver_category_ar,trip_duration_minutes,avg_speed,max_speed,harsh_brakes_count,harsh_accels_count,lane_changes_count,speeding_percentage,avg_congestion,avg_visibility,road_type,actual_driver_type,time_of_day,weather,recommendation,recommendation_ar,speed_excess,speed_consistency,total_harsh_events,events_per_minute,lane_change_intensity,braking_intensity,difficult_conditions,low_visibility,combined_risk,safety_index,road_type_encoded,actual_driver_type_encoded,time_of_day_encoded,weather_encoded,driver_category_encoded
1b7b005c,299f8e08,2025-12-11 19:33:10.232790,0.0,risky,خطر,0.5384065616997938,-1.2793197799912666,-0.478645877655553,1.1661730911086714,0.8512168448439819,1.2230872956661218,-0.5471553979311922,1.9059757924852587,1.671129913346182,city_street,aggressive,morning_rush,clear,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,0.9796997725615003,0.5471553979311925,1.0683320779180048,0.828588619664508,1.0126850924643378,0.9254113682372997,1,0,1,-0.7190518419609636,0,0,3,0,1
913cc687,fa80ede5,2025-12-11 19:33:10.293844,32.45,risky,خطر,-0.24663338245543406,0.1177654639708333,-0.6718445930018562,-0.9471050749543767,-0.8447174559069723,-0.9259583728075835,1.473530404748634,1.9094791346582136,0.6255846078115531,city_street,safe,morning_rush,light_rain,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,-1.295955932040854,-1.473530404748633,-0.9192307176843313,-1.1590189073811434,-1.1393672851779761,-1.2004916386563254,1,0,1,0.6271179415603072,0,3,3,3,1
c33908b1,263985ef,2025-12-11 19:33:10.331084,0.0,risky,خطر,-0.31205337780170306,-0.8941136416859844,-0.478645877655553,0.3310462977729126,0.1911226559289398,0.5690299183045594,-0.3168840616153883,-0.4062300416649875,-1.1169909014128285,city_street,aggressive,night,sandstorm,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,0.4419719375341655,0.31688406161538857,0.2862841738064326,0.6206163787830518,1.0977580463242438,0.7038425970224499,0,1,1,-0.6672252818311085,0,0,4,4,1
815042fd,4b2eacf5,2025-12-11 19:33:10.367497,0.0,risky,خطر,-0.639153354533048,1.3551403643117899,0.9601014886672441,-0.6670320649942137,-0.7533197989802741,-0.7390848364185657,-0.6024205186469852,-1.0578516858346023,1.671129913346182,highway,moderate,night,clear,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,-0.2746446244469819,0.6024205186469856,-0.700667111295071,-0.7539210257863745,-0.7645259019099091,-0.674106743720213,0,0,0,1.0894428938094525,1,2,4,0,1
958d3f14,f0a1263d,2025-12-11 19:33:10.436540,0.0,risky,خطر,-0.24663338245543406,-1.351569697343689,-1.2980857796137726,0.381968663220215,0.17081206550078465,0.19528284552652367,-0.1506500873988365,0.735859506718316,-1.1169909014128285,residential,aggressive,evening_rush,sandstorm,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,-0.29959349734558477,0.1506500873988366,0.3136046246050902,0.5964757225151857,0.47713618016556353,0.7088065633385285,1,1,2,-0.5572126508830259,3,0,0,4,1
f2b1d429,94c5841a,2025-12-11 19:33:10.544077,89.99,safe,آمن,-1.1625133173031998,0.5698978415078331,-0.2492027051072515,-0.9827507307674884,-0.8447174559069723,-0.8325216046130746,-0.5002239065296855,1.2578574904885989,0.6255846078115531,main_road,safe,evening_rush,light_rain,ممتاز! استمر على هذا الأداء,ممتاز! استمر على هذا الأداء,-1.2152702154326065,0.5002239065296861,-0.9431361121331566,-1.179442944626475,-0.7532025684570196,-1.2312159775390012,1,0,1,1.3975525494344392,2,3,0,3,2
51ee4209,27a0083e,2025-12-11 19:33:10.564615,0.0,risky,خطر,-1.227933312649469,-1.0937515712124142,-0.478645877655553,-0.19854630287903197,0.018482637289621108,0.00840930913750579,-0.417764837525169,1.9164858190041234,-0.41996069772307587,city_street,distracted,evening_rush,heavy_rain,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,0.7206561560823895,0.41776483752516946,-0.12693764452326264,1.230037694207094,1.7953562679754738,1.1054013458547007,1,1,2,-1.3142530757436712,0,1,0,2,1
5f4fe62a,a9557378,2025-12-11 19:33:10.652380,0.0,risky,خطر,-1.3587733033420069,0.1162444130792034,0.5519573836534385,-0.4276969473918926,-0.32679739998901625,-0.45877453183503886,-0.625666958313152,-0.8581611819761719,1.671129913346182,highway,aggressive,midday,clear,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,0.7673689393819014,0.6256669583131524,-0.39672709616000584,0.7079164019291957,0.6791991133335059,0.7063681237446655,0,0,0,-0.4973917126161352,1,0,2,0,1
87a8a3da,a8898057,2025-12-11 19:33:10.684472,0.0,risky,خطر,-0.377473373147972,-1.2496592876044827,-0.5048049206796038,0.23938603996776836,-0.04244913399484431,-0.08502745905700314,-0.5554890272454784,1.9129824768311685,0.6255846078115531,city_street,aggressive,evening_rush,light_rain,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,0.8942366122067117,0.5554890272454788,0.14626686346331275,0.47418364765116533,0.17279447835705747,0.6356533755226337,1,0,1,-0.20059471989439745,0,0,0,3,1
85b74ef5,45366f4c,2025-12-11 19:33:10.735256,0.0,risky,خطر,-0.704573349879317,0.7254252951769946,0.9575801351227569,0.09171118017059152,0.05910381814593139,-0.36533776364052994,-0.615140268653001,-0.3221498295140694,0.6255846078115531,highway,aggressive,morning_rush,light_rain,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,0.6001584082529664,0.6151402686530015,0.0813807928165011,0.7346253250945369,-0.031082712347746375,0.7899400989161571,0,0,0,-0.3390870814584201,1,0,3,3,1
e3a80fd1,bf8f662d,2025-12-11 19:33:10.782723,0.0,risky,خطر,-1.7512932754196209,0.12461019298316803,0.18447010454448326,-0.7332311400757068,-0.6111456659831882,-0.9259583728075835,-0.625666958313152,-1.0438383171427827,0.6255846078115531,highway,aggressive,night,light_rain,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,0.13674636483849198,0.6256669583131524,-0.6972520549452388,0.5551413614234441,-0.62298423374879,0.564938627300602,0,0,0,-0.030375321582581907,1,0,4,3,1
315f0c44,c8bd94ed,2025-12-11 19:33:10.789480,35.45,risky,خطر,1.5197064918938286,2.163198650490196,1.1665373101221026,-0.8961827095070743,-0.8447174559069723,-0.7390848364185657,-0.37302640646952717,-0.31864648734111445,-0.41996069772307587,highway,safe,morning_rush,heavy_rain,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,-1.05496043638201,0.3730264064695276,-0.8850801541860094,-1.1572821695201458,-1.064796440794569,-1.1978790248057578,0,1,1,1.4052388681376478,1,3,3,2,1
1b7c1fef,f2450849,2025-12-11 19:33:10.848079,0.0,risky,خطر,0.08046659427591088,-0.0236922689507511,0.8025168921368172,0.7842553502539037,0.5262473979934996,0.00840930913750579,-0.625666958313152,-0.29412309213043,0.6255846078115531,highway,aggressive,evening_rush,light_rain,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,1.3847208368515864,0.6256669583131524,0.7029210484859602,0.8040056807993292,-0.010192070415944754,0.910192986266992,0,0,0,-0.39790596761712854,1,0,0,3,1
537a1932,ff540f30,2025-12-11 19:33:10.896017,55.45,moderate,معتدل,0.7346665477386007,-0.14157371305207153,-0.9057001342530097,-0.931828365320186,-0.8447174559069723,-0.8325216046130746,-0.3927639495823103,-0.725034179403885,1.671129913346182,city_street,safe,late_night,clear,جيد، لكن يمكن تحسين القيادة بتقليل الفرملة الحادة,جيد، لكن يمكن تحسين القيادة بتقليل الفرملة الحادة,-1.327805557017794,0.39276394958231053,-0.9089855486348347,-1.1659816473511428,-1.0965054508696248,-1.2109658450936012,0,0,0,1.4293088992371434,0,3,1,0,0
1ce8d3d4,90453fc1,2025-12-11 19:33:10.949301,0.0,risky,خطر,1.6505464825863667,0.3432612586549722,1.183241277354328,2.1998971096889095,1.5620875098294116,1.129650527471613,-0.6129472083071362,-0.7915976806900284,-0.41996069772307587,highway,aggressive,midday,heavy_rain,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,1.5137118180081919,0.6129472083071366,2.000642461422193,0.895541982178965,0.2750732469976211,1.0233652709468761,0,1,1,-0.5542008587693007,1,0,2,2,1
18f3faf6,41339b95,2025-12-11 19:33:11.098267,80.31,safe,آمن,-0.31205337780170306,-0.9256754476873056,-1.469852989831938,-0.9674740211332977,-0.8447174559069723,-0.9259583728075835,-0.4686438375492324,-1.0017982110673236,-0.41996069772307587,residential,safe,night,heavy_rain,ممتاز! استمر على هذا الأداء,ممتاز! استمر على هذا الأداء,-1.183420590455667,0.46864383754923256,-0.93289094308366,-1.1774283287077176,-1.134556262959692,-1.2281853454723428,0,1,1,1.4816188278001003,3,3,4,2,2
b2f8d61e,ab3353d7,2025-12-11 19:33:11.134002,0.0,risky,خطر,-0.44289336849424105,-0.7800348248137389,-0.478645877655553,0.36159971704129407,0.14034617985855194,-0.17846422725151206,-0.21337161329056975,0.3364784990014553,0.6255846078115531,city_street,aggressive,midday,light_rain,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,0.28272381264946606,0.21337161329057025,0.2896992301562648,0.7666760328929463,0.07819141468013859,0.9049133783680621,1,0,1,-0.5681798421754594,0,0,2,3,1
13550af7,e280871b,2025-12-11 19:33:11.171317,0.0,risky,خطر,0.08046659427591088,1.1376300868087086,0.8791030060506044,-0.5957407533679904,-0.7431645037661966,-0.45877453183503886,-0.6234738979672871,-0.40272669949203255,-0.41996069772307587,highway,moderate,morning_rush,heavy_rain,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,-0.10743409331804797,0.6234738979672878,-0.6494412660475881,-0.8384988270815124,-0.5846847235404871,-0.7807214344539409,0,1,1,1.1222876678339333,1,2,3,2,1
a46dee65,fac838e0,2025-12-11 19:33:11.212119,0.0,risky,خطر,-1.7512932754196209,-1.3245710440172576,-1.2980857796137726,-0.7281389035309765,-0.5400585994846452,-0.9259583728075835,0.06163815408087607,-0.9947915267214138,-1.1169909014128285,residential,distracted,night,sandstorm,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,-0.3372822202349637,-0.06163815408087597,-0.6699316041465813,0.7431721805074462,-0.62298423374879,0.600296001411618,0,1,1,-0.4847673487354682,3,1,4,4,1
11983bd5,3c8cb148,2025-12-11 19:33:11.228357,0.0,risky,خطر,0.8655065384311388,1.0710841102998987,0.8901339278077346,-0.49898825901811594,-0.6213009611972657,-0.27190099544602103,-0.6239125100364602,0.12627796862416021,1.671129913346182,highway,moderate,evening_rush,clear,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,0.004039594101242079,0.6239125100364608,-0.5435745192027901,-0.8397611823247233,-0.5946759001165661,-0.8216853487053224,0,0,0,1.126135986935242,1,2,0,0,1
dcf0a312,b2d3a622,2025-12-11 19:33:11.282887,31.3,risky,خطر,-1.4896132940345448,0.2900244774479241,-0.478645877655553,-0.9878429673122187,-0.8447174559069723,-0.9259583728075835,2.915686888189325,1.9094791346582136,-1.1169909014128285,city_street,safe,evening_rush,sandstorm,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,-1.2110235987690146,-2.915686888189325,-0.9465511684829888,-1.179442944626475,-0.8834209031652491,-1.2312159775390012,1,1,2,-0.04657598896783452,0,3,0,4,1
47567af5,1b8e7188,2025-12-11 19:33:11.290944,26.6,risky,خطر,-1.7512932754196209,-0.3522392615428182,-1.2980857796137726,-0.9980274404016791,-0.8447174559069723,-0.9259583728075835,3.4095640780780783,-0.5358537020643194,-0.41996069772307587,residential,safe,midday,heavy_rain,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,-1.6946070713355519,-3.4095640780780787,-0.9533812811826532,-1.2076475674890752,-0.62298423374879,-1.2736448264722202,0,1,1,-0.30462100784886753,3,3,2,2,1
22c729ac,f61c8825,2025-12-11 19:33:11.296155,0.0,risky,خطر,0.21130658496844887,-0.7633032650058097,-0.478645877655553,1.242556639279625,1.4300686720464033,1.3165240638606308,-0.049330699419882745,1.9059757924852587,-0.7684757995679522,city_street,distracted,evening_rush,fog,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,0.2593674209997103,0.049330699419883314,1.3142161351059225,1.3934454298396195,1.4388060657981785,1.3192292750022727,1,1,2,-1.5171628473922414,0,1,0,1,1
529b10dc,25632ef9,2025-12-11 19:33:11.350984,0.0,risky,خطر,-0.7699933452255859,-1.3219092049569052,-0.4824279079722834,-0.030502496902934162,-0.22524444784824055,-0.27190099544602103,-0.6072452514078878,1.9059757924852587,1.671129913346182,city_street,aggressive,morning_rush,clear,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,1.0327824808564001,0.6072452514078882,-0.09620213737477291,0.4779144178710861,0.21413363223268592,0.6457554824114954,1,0,1,-0.1920910862549459,0,0,3,0,1
ad096eed,22f9f9e8,2025-12-11 19:33:11.391136,0.0,risky,خطر,0.9963465291236767,0.0432339702809662,0.3407940243026665,1.8790862073709045,2.5065299647386254,2.344328514000229,0.0011096885350075734,1.2858842278722382,-1.1169909014128285,main_road,distracted,evening_rush,sandstorm,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,0.5136335937322803,-0.0011096885350073591,2.103094151917159,1.4218459181387657,1.655836623645228,1.2234697201182718,1,1,2,-1.6192776318476243,2,1,0,4,1
8c89e111,6c212a19,2025-12-11 19:33:11.473843,85.24,safe,آمن,-0.31205337780170306,0.30143235913514854,-0.5170965192089771,-0.9623817845885675,-0.8447174559069723,-1.0193951410020925,-0.625666958313152,0.8164363766962792,-1.1169909014128285,main_road,safe,evening_rush,sandstorm,ممتاز! استمر على هذا الأداء,ممتاز! استمر على هذا الأداء,-1.291709315377262,0.6256669583131524,-0.9294758867338279,-1.1723917889108246,-1.274075907289938,-1.2206087653056965,1,1,2,1.5817286728865387,2,3,0,4,2
8c54b6a7,e3c12e28,2025-12-11 19:33:11.512730,0.0,risky,خطر,1.3234465058550218,-0.4549101967278393,-0.478645877655553,2.3170185502177048,2.587772326451246,2.904949123167283,0.39629916285984446,-0.3011297764763398,1.671129913346182,city_street,distracted,night,clear,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,-0.17113334327192714,-0.396299162859844,2.424109448801385,1.4238969618610857,1.82168072916986,1.3321269334830208,0,0,0,-1.8352227925110247,0,1,4,0,1
63fa10c0,fb6af26b,2025-12-11 19:33:11.626863,0.0,risky,خطر,0.4729865663535248,-0.5880021497454591,0.3407940243026665,1.4513383376135647,1.836280480609506,1.8771446730276844,-0.4927675013537452,1.3594544135042916,1.671129913346182,main_road,distracted,morning_rush,clear,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,1.3948065514276173,0.4927675013537456,1.5908356994423303,1.4189079365905783,1.7535003746764002,1.2773897156375709,1,0,1,-1.4285819863479479,2,1,3,0,1
2ac3bfc4,568f882c,2025-12-11 19:33:11.701962,0.0,risky,خطر,-1.5550332893808139,-0.18568418890933966,0.3407940243026665,-0.5193572051970369,-0.38772917127348167,-0.7390848364185657,-0.31512961333869643,1.1983006735483652,-0.7684757995679522,main_road,distracted,morning_rush,fog,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,0.8331914976675769,0.31512961333869693,-0.4786884485559785,0.9703760869006152,0.02810743979235793,0.9420839511514375,1,1,2,-0.6811686025961476,2,1,3,1,1
e644e837,1d69ddb2,2025-12-11 19:33:11.716620,33.37,risky,خطر,-1.620453284727083,0.23830874713250613,-0.478645877655553,-0.9878429673122187,-0.8447174559069723,-1.0193951410020925,2.7055917070554782,0.32596847248259053,-0.41996069772307587,city_street,safe,midday,heavy_rain,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,-1.138831115487951,-2.705591707055478,-0.9465511684829888,-1.1723917889108246,-1.274075907289938,-1.2206087653056965,1,1,2,0.14028340740843614,0,3,2,2,1
ecc8040d,6d5be9a4,2025-12-11 19:33:11.730132,0.0,risky,خطر,-1.424193298688276,0.8068015178791964,0.790225293607444,-0.49898825901811594,-0.4181950569157144,-0.7390848364185657,-0.625666958313152,-0.23456627519019652,-1.1169909014128285,highway,aggressive,morning_rush,sandstorm,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,0.2046922314559634,0.6256669583131524,-0.4752733922061463,0.5871920692218533,-0.2086531687680595,0.6163675350984431,0,1,1,-0.16514534772751108,1,0,3,4,1
21268d20,72fe1175,2025-12-11 19:33:11.741187,0.0,risky,خطر,-0.966253331264393,0.5649544261100359,1.4419951848572892,-0.10688604507388771,-0.07291501963707701,-0.27190099544602103,-0.5655771048364565,-0.7145241528850204,-0.41996069772307587,highway,aggressive,midday,heavy_rain,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,1.6400486637500538,0.5655771048364567,-0.09620213737477291,0.7588414154311129,0.4621685554864565,0.7888686633370354,0,1,1,-0.5093351542811941,1,0,2,2,1
59d8bcd6,436b3428,2025-12-11 19:33:11.761407,0.0,risky,خطر,1.7159664779326356,0.04057213122061379,0.29005178421986905,-0.17308512015538077,-0.5197480090564901,0.10184607733201473,-0.5234703461958524,-0.12596266782859394,-0.7684757995679522,main_road,moderate,midday,fog,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,0.43188622295813467,0.5234703461958528,-0.2908603493152079,-0.7439444458497141,-0.479523356527859,-0.6911470699314174,0,1,1,0.9726553021177811,2,2,2,1,1
6d1138b1,03329540,2025-12-11 19:33:11.911469,0.0,risky,خطر,0.34214657566098683,-0.2693419879489865,0.3407940243026665,1.028682704400955,0.7496638927032061,0.6624666864990684,-0.33925327714320924,-0.017359060466991576,-0.41996069772307587,main_road,aggressive,midday,heavy_rain,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,يجب تحسين أسلوب القيادة فوراً - تجنب السرعة الزائدة والفرملة الحادة,0.9499734559163567,0.3392532771432095,0.9419749929742136,0.852032128398184,0.5763951648796404,0.9482869992410892,0,1,1,-0.7148512689276557,2,0,2,2,1
